BBLCOUNT        1.0         0
0x7fc1ab2ca760 1 2 8
0x7fc1ab2cb090 1 4 19
0x7fc1ab2cb0a3 1 2 5
0x7fc1ab2eb487 3 4 13
0x7fc1ab2eb49c 3 1 2
0x7fc1ab2eb494 3 2 8
0x7fc1ab2eb480 3 3 7
0x7fc1ab2eb640 1 5 17
0x7fc1ab2eb630 1 2 7
0x7fc1ab2eb630 1 2 7
0x7fc1ab2eb637 2 2 8
0x7fc1ab2eb63f 1 1 1
0x7fc1ab2eb968 1 1 2
0x7fc1ab2eb8f0 1 2 9
0x7fc1ab2eb8f9 1 2 7
0x7fc1ab2eb900 2 2 8
0x7fc1ab2eb908 2 1 1
0x7fc1ab2eb8f9 1 2 7
0x7fc1ab2eb950 1 5 16
0x7fc1ab2eb960 1 2 8
0x7fc1ab2eba98 4 1 1
0x7fc1ab2eba90 4 2 8
0x7fc1ab2eba89 4 2 7
0x7fc1ab2ebae9 2 2 7
0x7fc1ab2ebae0 2 2 9
0x7fc1ab2ebaf0 2 2 8
0x7fc1ab2ebaf8 2 1 1
0x7fc1ab2ebb40 1 2 9
0x7fc1ab2ebb49 1 2 7
0x7fc1ab2ebb50 1 2 8
0x7fc1ab2ebb58 1 1 1
0x7fc1ab2ed1dc 1 5 13
0x7fc1ab2ed1d0 1 3 12
0x7fc1ab2f0e36 1 25 113
0x7fc1ab2f0e32 1 2 4
0x7fc1ab2f0e27 1 3 11
0x7fc1ab2f0e10 1 6 23
0x7fc1ab2f10ff 1 1 1
0x7fc1ab2f10f0 1 2 7
0x7fc1ab2f10f7 1 2 8
0x7fc1ab2f1636 2 1 2
0x7fc1ab2f1625 2 5 17
0x7fc1ab2f161a 2 3 11
0x7fc1ab2f1610 2 3 10
0x7fc1ab2f16c9 1 6 22
0x7fc1ab2f16c9 1 6 22
0x7fc1ab2f1680 2 9 38
0x7fc1ab2f16a6 1 3 10
0x7fc1ab2f16b0 1 2 6
0x7fc1ab2f16e0 1 2 7
0x7fc1ab2f16e7 1 2 4
0x7fc1ab2f16eb 1 2 6
0x7fc1ab2f16b0 1 2 6
0x7fc1ab2f16b6 1 1 2
0x7fc1ab2f16c5 1 2 4
0x7fc1ab2f16c0 1 1 5
0x7fc1ab2f16b8 1 3 8
0x7fc1ab2f174f 1 1 1
0x7fc1ab2f1747 1 2 8
0x7fc1ab2f1740 1 2 7
0x7fc1ab2f2010 13 1 2
0x7fc1ab2f2000 13 4 16
0x7fc1ab2f5102 3 1 1
0x7fc1ab2f50f0 3 3 10
0x7fc1ab2f50fa 3 2 8
0x7fc1ab2f5127 2 2 8
0x7fc1ab2f5120 2 2 7
0x7fc1ab2f512f 2 1 1
0x7fc1ab2f9cbb 1 12 50
0x7fc1ab2f9cae 1 3 13
0x7fc1ab2f9ca6 1 3 8
0x7fc1ab2f9c90 1 6 22
0x7fc1ab308479 0 1 2
0x7fc1ab308470 6 3 9
0x7fc1ab308489 6 3 8
0x7fc1ab308491 0 2 2
0x7fc1ab308480 6 2 6
0x7fc1ab3082cf 0 1 2
0x7fc1ab308486 6 4 11
0x7fc1ab308460 6 5 16
0x7fc1ab308491 6 2 2
0x7fc1ab30838a 1 8 18
0x7fc1ab30837e 1 2 12
0x7fc1ab30836f 0 2 13
0x7fc1ab308366 1 2 9
0x7fc1ab308359 1 3 13
0x7fc1ab308358 0 3 14
0x7fc1ab308309 1 15 79
0x7fc1ab308302 1 3 7
0x7fc1ab3082de 1 4 16
0x7fc1ab3082d1 1 2 13
0x7fc1ab3083f0 1 5 24
0x7fc1ab308408 0 3 14
0x7fc1ab308416 0 1 2
0x7fc1ab308409 1 3 13
0x7fc1ab308416 1 1 2
0x7fc1ab3082c1 0 2 14
0x7fc1ab3082a0 1 11 33
0x7fc1ab308619 1 10 46
0x7fc1ab308600 1 8 25
0x7fc1ab308647 0 4 19
0x7fc1ab308628 53 7 31
0x7fc1ab308647 1 4 19
0x7fc1ab33711e 106 3 12
0x7fc1ab33705d 1 3 14
0x7fc1ab33712a 0 2 8
0x7fc1ab337132 0 4 16
0x7fc1ab337080 1010 3 12
0x7fc1ab33708c 905 4 15
0x7fc1ab3370a2 905 5 19
0x7fc1ab3370b5 0 2 7
0x7fc1ab3370bc 0 4 15
0x7fc1ab3370bc 2208 4 15
0x7fc1ab3370cb 2205 5 15
0x7fc1ab3370da 637 2 6
0x7fc1ab336fbd 0 2 9
0x7fc1ab33708c 0 4 15
0x7fc1ab33706b 1 7 33
0x7fc1ab3370e9 21 2 5
0x7fc1ab33702f 1 9 46
0x7fc1ab33701a 1 5 21
0x7fc1ab336fbd 1 2 9
0x7fc1ab336fb0 1 2 13
0x7fc1ab336fa0 5 3 16
0x7fc1ab3371c1 0 2 4
0x7fc1ab3371ad 0 4 20
0x7fc1ab3371a0 5 3 13
0x7fc1ab336fc6 0 8 34
0x7fc1ab3370bc 0 4 15
0x7fc1ab337185 1 9 17
0x7fc1ab336f40 1 14 50
0x7fc1ab336f72 1 4 23
0x7fc1ab336f89 1 5 18
0x7fc1ab336f9b 1 4 21
0x7fc1ab337171 1 3 20
0x7fc1ab337270 1 4 26
0x7fc1ab337153 0 10 50
0x7fc1ab33714a 1 2 9
0x7fc1ab337153 0 10 50
0x7fc1ab337142 0 4 17
0x7fc1ab337132 1 4 16
0x7fc1ab336fb0 1 2 13
0x7fc1ab3370b5 0 2 7
0x7fc1ab3370a0 1303 6 21
0x7fc1ab33712a 1 2 8
0x7fc1ab33711e 905 3 12
0x7fc1ab337110 2208 5 14
0x7fc1ab3370ff 0 2 7
0x7fc1ab3370fa 0 2 5
0x7fc1ab3370f2 616 3 8
0x7fc1ab3370ee 21 4 12
0x7fc1ab3370e0 637 3 9
0x7fc1ab337cb0 2 5 26
0x7fc1ab337c90 1 3 17
0x7fc1ab337cca 2 13 83
0x7fc1ab337d1d 2 3 10
0x7fc1ab337d27 2 2 5
0x7fc1ab337d2c 2 4 12
0x7fc1ab33aba2 0 1 2
0x7fc1ab33ae38 2 2 8
0x7fc1ab33a9cd 1 4 28
0x7fc1ab33a9b8 1 6 21
0x7fc1ab33a9b0 1 2 8
0x7fc1ab33aa50 1 2 10
0x7fc1ab33a986 1 6 26
0x7fc1ab33aee8 2 4 21
0x7fc1ab33aefd 2 12 48
0x7fc1ab33af2d 0 2 4
0x7fc1ab33a969 1 9 29
0x7fc1ab33a960 1 2 9
0x7fc1ab34eac0 16 3 12
0x7fc1ab33ae40 2 6 27
0x7fc1ab33ae5b 2 11 39
0x7fc1ab33ae82 0 3 6
0x7fc1ab33a9f0 1 1 2
0x7fc1ab33ae40 0 6 27
0x7fc1ab33ae5b 0 11 39
0x7fc1ab34eacc 16 2 5
0x7fc1ab34ead1 12 6 23
0x7fc1ab350e10 1 3 9
0x7fc1ab3506c6 1 3 11
0x7fc1ab350ee6 2 3 9
0x7fc1ab350b80 3 5 13
0x7fc1ab350d00 2 3 7
0x7fc1ab350c80 1 5 13
0x7fc1ab350980 1 5 15
0x7fc1ab3512d0 1 5 11
0x7fc1ab350b00 2 3 9
0x7fc1ab33ae2f 28 1 5
0x7fc1ab33ab0e 1 3 11
0x7fc1ab33ab19 1 2 10
0x7fc1ab33ab23 30 4 21
0x7fc1ab33ab38 30 3 14
0x7fc1ab33ab46 0 13 53
0x7fc1ab33aebc 30 4 21
0x7fc1ab33aed1 30 2 9
0x7fc1ab33ab50 30 11 43
0x7fc1ab33ab7b 2 10 39
0x7fc1ab350870 1 5 17
0x7fc1ab33aba8 30 2 9
0x7fc1ab33abb1 0 30 108
0x7fc1ab33ac1d 0 3 11
0x7fc1ab33ae20 30 4 15
0x7fc1ab33ab00 1 4 14
0x7fc1ab33af31 30 3 12
0x7fc1ab33af3d 30 3 4
0x7fc1ab33ab00 29 4 14
0x7fc1ab33ab0e 29 3 11
0x7fc1ab33ab19 29 2 10
0x7fc1ab34eac0 1 3 12
0x7fc1ab34eacc 1 2 5
0x7fc1ab34ead1 0 6 23
0x7fc1ab34eaea 5 4 17
0x7fc1ab351232 2 9 39
0x7fc1ab33aa02 1 3 15
0x7fc1ab33aa00 1 1 2
0x7fc1ab33a9f2 0 3 10
0x7fc1ab369725 0 3 9
0x7fc1ab369970 2 4 11
0x7fc1ab369711 1 5 20
0x7fc1ab369773 0 4 17
0x7fc1ab369752 1 8 33
0x7fc1ab36972e 3 9 36
0x7fc1ab369725 0 3 9
0x7fc1ab369980 1 5 15
0x7fc1ab369711 8 5 20
0x7fc1ab369973 9 3 8
0x7fc1ab369700 11 6 17
0x7fc1ab369700 1 6 17
0x7fc1ab5d29b5 1 2 5
0x7fc1ab5d29b0 0 1 5
0x7fc1ab5d29a0 1 4 16
0x7fc1ab5d2c56 1 2 10
0x7fc1ab5d2c50 1 1 6
0x7fc1ab5d29c0 1 2 12
0x7fc1ab5d2ce7 1 2 12
0x7fc1ab5d2cf3 1 1 5
0x7fc1ab5d2cd0 1 2 9
0x7fc1ab5d2cd9 1 4 14
0x7fc1ab5d2cf8 1 3 10
0x7fc1ab5d2cbb 1 2 2
0x7fc1ab5d2c90 1 12 43
0x7fc1ab5d2d39 1 1 5
0x7fc1ab5d2d26 0 4 13
0x7fc1ab5d2d1a 0 3 12
0x7fc1ab5d2d10 1 2 10
0x7fc1ab5d2c7b 1 2 2
0x7fc1ab5d2c60 1 7 27
0x7fc1ab5d6aac 1 3 9
0x7fc1ab7fbf65 1 2 5
0x7fc1ab7fbf60 0 1 5
0x7fc1ab7fbf50 1 4 16
0x7fc1ab7fc2e0 1 1 6
0x7fc1ab7fc2e6 1 2 10
0x7fc1ab7fbf70 1 2 12
0x7fc1ab7fc470 1 2 9
0x7fc1ab7fc479 1 4 14
0x7fc1ab7fc487 1 2 12
0x7fc1ab7fc400 1 7 27
0x7fc1ab7fc493 1 1 5
0x7fc1ab7fc498 1 3 10
0x7fc1ab7fc41b 1 2 2
0x7fc1ab7fc45b 1 2 2
0x7fc1ab7fc430 1 12 43
0x7fc1ab7fc4d9 1 1 5
0x7fc1ab7fc4c6 0 4 13
0x7fc1ab7fc4b0 1 2 10
0x7fc1ab7fc4ba 0 3 12
0x7fc1ab7ff4b4 1 3 9
0x7fc1aba38fa8 1 2 9
0x7fc1aba38fb1 1 2 5
0x7fc1aba39406 1 2 10
0x7fc1aba391c0 2 1 6
0x7fc1aba38fe0 31 1 6
0x7fc1aba38fe6 1 2 10
0x7fc1aba39330 1 1 6
0x7fc1aba39336 1 2 10
0x7fc1aba391c6 1 2 10
0x7fc1aba392e0 31 1 6
0x7fc1aba38fc0 10 2 12
0x7fc1aba39576 1 2 10
0x7fc1aba39626 1 2 10
0x7fc1aba392e6 1 2 10
0x7fc1aba39570 1 1 6
0x7fc1aba39016 1 2 10
0x7fc1aba39610 1 1 6
0x7fc1aba39616 1 2 10
0x7fc1aba39010 1 1 6
0x7fc1aba390e6 1 2 10
0x7fc1aba390e0 1 1 6
0x7fc1aba39620 30 1 6
0x7fc1aba39400 1 1 6
0x7fc1aba396a4 0 2 11
0x7fc1aba39750 2 8 29
0x7fc1aba39801 0 7 13
0x7fc1aba39736 0 2 11
0x7fc1aba396af 1 1 1
0x7fc1aba39772 1 1 5
0x7fc1aba3976d 2 2 5
0x7fc1aba39720 1 3 12
0x7fc1aba3972c 0 2 10
0x7fc1aba3969a 0 2 10
0x7fc1aba397e6 1 5 27
0x7fc1aba39833 1 2 4
0x7fc1aba39837 1 2 9
0x7fc1aba39690 1 3 10
0x7fc1aba39741 1 1 1
0x7fc1aba396b0 1 7 32
0x7fc1aba396d0 1 4 24
0x7fc1aba39840 1 1 2
0x7fc1aba3982a 1 2 4
0x7fc1aba39801 1 7 13
0x7fc1aba396e8 26 4 16
0x7fc1aba396f8 1 2 12
0x7fc1aba396e0 25 2 8
0x7fc1aba39704 1 5 18
0x7fc1aba3982e 1 1 5
0x7fc1aba39777 1 2 5
0x7fc1aba397d0 1 8 22
0x7fc1aba3978d 1 2 7
0x7fc1aba3981e 1 2 12
0x7fc1aba399b8 1 3 10
0x7fc1aba3993b 1 2 2
0x7fc1aba39920 1 7 27
0x7fc1aba399b3 1 1 5
0x7fc1aba3981a 1 2 4
0x7fc1aba3997b 1 2 2
0x7fc1aba39950 1 12 43
0x7fc1aba399f9 1 1 5
0x7fc1aba399d0 1 2 10
0x7fc1aba3990e 1 2 5
0x7fc1aba3990c 0 1 2
0x7fc1aba398fc 1 4 16
0x7fc1aba399a7 1 2 12
0x7fc1aba39999 1 4 14
0x7fc1aba39794 1 2 10
0x7fc1aba3979e 0 3 11
0x7fc1aba39781 1 5 12
0x7fc1aba39990 1 2 9
0x7fc1aba399da 0 3 12
0x7fc1aba399e6 0 4 13
0x7fc1aba3977c 1 6 17
0x7fc1aba3980e 1 2 12
0x7fc1aba39680 1 1 5
0x7fc1aba40ad7 1 2 8
0x7fc1aba40a00 1 9 41
0x7fc1aba40a5a 1 3 10
0x7fc1aba40a64 0 1 2
0x7fc1aba40a8b 1 4 19
0x7fc1aba40ac8 1 4 15
0x7fc1aba40a29 1 3 12
0x7fc1aba40a35 1 4 16
0x7fc1aba40a45 1 5 21
0x7fc1aba40a8b 29 4 19
0x7fc1aba40a85 30 2 6
0x7fc1aba40a70 30 5 21
0x7fc1aba40aa3 0 3 14
0x7fc1aba40a9e 30 2 5
0x7fc1aba40adf 1 1 2
0x7fc1aba40ab9 1 6 12
0x7fc1aba40b00 1 3 9
0x7fc1aba40af0 1 4 16
0x7fc1aba49938 1 3 9
0x7fc1bedeea60 48 1 6
0x7fc1bedeea70 47 1 6
0x7fc1bedeea90 21 1 6
0x7fc1bedf4d63 14 20 73
0x7fc1bedf4db9 7 8 27
0x7fc1bedf4bfd 10 1 2
0x7fc1bedf4bd0 52 8 34
0x7fc1bedf4d48 14 7 27
0x7fc1bedf4d30 14 5 24
0x7fc1bedf4bae 7 14 68
0x7fc1bedf4ba9 18 2 5
0x7fc1bedf4ba0 32 2 9
0x7fc1bedf4bff 0 2 12
0x7fc1bedf3efa 4 6 21
0x7fc1bedf4bf2 45 3 11
0x7fc1bedf4bfd 45 1 2
0x7fc1bedf4dac 7 11 40
0x7fc1bedefde0 1 6 24
0x7fc1bedf1d42 1 12 65
0x7fc1bedf1d38 1 2 10
0x7fc1bedf1d1d 1 5 27
0x7fc1bedf4bff 23 2 12
0x7fc1bedf4c0b 16 2 12
0x7fc1bedf4c17 9 2 5
0x7fc1bedf1d14 1 2 9
0x7fc1bedf1d0b 1 2 9
0x7fc1bedf1cf0 1 6 27
0x7fc1bedf3e50 42 8 34
0x7fc1bedf3ded 7 2 11
0x7fc1bedf3df8 7 3 14
0x7fc1bedf3e06 7 2 11
0x7fc1bedf3e11 7 9 39
0x7fc1bedf3e38 7 4 17
0x7fc1bedf3e49 7 2 5
0x7fc1bedf3e72 7 2 6
0x7fc1bedf3e78 0 3 10
0x7fc1bedf3e82 0 2 7
0x7fc1bedf3de3 7 2 10
0x7fc1bedf3e72 39 2 6
0x7fc1bedf3e78 7 3 10
0x7fc1bedf3e82 7 2 7
0x7fc1bedf3e89 7 4 17
0x7fc1bedf3e9a 7 2 7
0x7fc1bedf3ed9 7 4 20
0x7fc1bedf3eed 11 2 4
0x7fc1bedf3ef1 4 2 9
0x7fc1bedf3d3b 7 9 45
0x7fc1bedf6be1 7 3 14
0x7fc1bedf6bef 7 3 14
0x7fc1bedf6bfd 7 2 13
0x7fc1bedf6c0a 7 3 14
0x7fc1bedf6c18 7 6 28
0x7fc1bedf3cf0 7 15 47
0x7fc1bedf3d1f 7 4 16
0x7fc1bedf3d2f 7 3 12
0x7fc1bedf09eb 0 12 50
0x7fc1bedf3d68 7 2 9
0x7fc1bedf3d71 7 5 15
0x7fc1bedf3d80 7 2 10
0x7fc1bedf3d8a 7 6 28
0x7fc1bedf3da6 7 3 12
0x7fc1bedf3db2 7 3 12
0x7fc1bedf3dbe 7 5 25
0x7fc1bedf3dd7 7 3 12
0x7fc1bedf4a63 7 2 10
0x7fc1bedf4946 7 7 32
0x7fc1bedf4966 7 3 16
0x7fc1bedf498e 7 2 11
0x7fc1bedf4999 7 2 10
0x7fc1bedf49a3 0 2 10
0x7fc1bedf4980 42 3 14
0x7fc1bedf498e 35 2 11
0x7fc1bedf4999 35 2 10
0x7fc1bedf4a58 7 2 11
0x7fc1bedf493e 7 2 8
0x7fc1bedf4a6d 7 2 13
0x7fc1bedf4a7a 7 4 18
0x7fc1bedf4a8c 7 2 9
0x7fc1bedf4a95 7 8 39
0x7fc1bedf4abc 7 3 12
0x7fc1bedf4ac8 7 17 92
0x7fc1bedf4b24 7 15 72
0x7fc1bedf4b6c 7 12 52
0x7fc1bedf6c65 7 3 13
0x7fc1bedf3ea8 7 10 43
0x7fc1bedf3ed3 4 6 26
0x7fc1bedf3fa0 3 2 9
0x7fc1bedf3f59 7 9 18
0x7fc1bedf6c34 7 3 8
0x7fc1bedf6c3c 7 2 10
0x7fc1bedf6c46 7 4 17
0x7fc1bedf6c57 7 3 14
0x7fc1bedf4bf2 14 3 11
0x7fc1bedf6c72 6 3 14
0x7fc1bedf6c80 0 2 8
0x7fc1bedf6a9b 7 2 13
0x7fc1bedf6aa8 0 3 14
0x7fc1bedf690e 7 6 27
0x7fc1bedf6929 7 13 60
0x7fc1bedf48e0 7 17 64
0x7fc1bedf4920 7 5 30
0x7fc1bedf5430 7 2 9
0x7fc1bedf5014 7 5 25
0x7fc1bedf504a 7 2 6
0x7fc1bedf5050 0 4 12
0x7fc1bedf505c 0 4 14
0x7fc1bedf527b 7 2 15
0x7fc1bedf5275 7 2 6
0x7fc1bedf526d 7 2 8
0x7fc1bedf5249 7 6 36
0x7fc1bedf5439 0 3 16
0x7fc1bedf5007 7 4 13
0x7fc1bedf5249 0 6 36
0x7fc1bedf5039 143 5 17
0x7fc1bedf504a 143 2 6
0x7fc1bedf5050 17 4 12
0x7fc1bedf505c 7 4 14
0x7fc1bedf506a 0 7 22
0x7fc1bedf5080 0 2 5
0x7fc1bedf5358 7 4 12
0x7fc1bedf685e 7 9 21
0x7fc1bedf50b9 4 4 14
0x7fc1bedf50ab 4 4 14
0x7fc1bedf509d 4 4 14
0x7fc1bedf4ce0 4 3 17
0x7fc1bedf6c80 0 2 8
0x7fc1bedf6c72 1 3 14
0x7fc1bedf3f37 0 3 17
0x7fc1bedf3f19 4 9 30
0x7fc1bedf3f0f 4 3 10
0x7fc1bedf5364 0 4 18
0x7fc1bedf6965 7 2 8
0x7fc1bedf541c 0 3 19
0x7fc1bedf4fd6 7 5 28
0x7fc1bedf4ff2 7 5 21
0x7fc1bedf52eb 7 9 18
0x7fc1bedf52dd 7 3 14
0x7fc1bedf52d1 7 3 12
0x7fc1bedf528a 7 10 71
0x7fc1bedf519c 2 2 5
0x7fc1bedf50d8 3 4 17
0x7fc1bedf50e9 3 4 17
0x7fc1bedf50fa 3 4 17
0x7fc1bedf510b 3 2 11
0x7fc1bedf5116 3 2 8
0x7fc1bedf511e 3 3 19
0x7fc1bedf5131 3 3 13
0x7fc1bedf516e 7 3 17
0x7fc1bedf517f 2 6 29
0x7fc1bedf50c7 3 4 17
0x7fc1bedf5449 5 2 13
0x7fc1bedf51b1 7 2 11
0x7fc1bedf51bc 0 3 21
0x7fc1bedf51d1 0 3 17
0x7fc1bedf51c8 7 2 9
0x7fc1bedf51d1 7 3 17
0x7fc1bedf51e2 7 7 36
0x7fc1bedf5206 7 3 13
0x7fc1bedf504a 35 2 6
0x7fc1bedf5376 7 4 16
0x7fc1bedf5386 7 4 18
0x7fc1bedf503e 7 4 12
0x7fc1bedf504a 7 2 6
0x7fc1bedf5232 7 5 23
0x7fc1bedf522a 7 2 8
0x7fc1bedf5213 2 4 23
0x7fc1bedf5050 0 4 12
0x7fc1bedf5030 42 8 26
0x7fc1bedf50c7 4 4 17
0x7fc1bedf5050 32 4 12
0x7fc1bedf5080 7 2 5
0x7fc1bedf5085 7 3 10
0x7fc1bedf508f 4 4 14
0x7fc1bedf5093 3 3 10
0x7fc1bedf509d 3 4 14
0x7fc1bedf50ab 3 4 14
0x7fc1bedf50b9 3 4 14
0x7fc1bedf4f6a 7 4 16
0x7fc1bedf4eb1 7 5 31
0x7fc1bedf4ed0 4 4 13
0x7fc1bedf5398 3 5 24
0x7fc1bedf53b0 3 12 48
0x7fc1bedf53e0 3 4 19
0x7fc1bedf4ed0 3 4 13
0x7fc1bedf4edd 0 12 43
0x7fc1bedf4f08 0 2 9
0x7fc1bedf4f52 10 6 24
0x7fc1bedf4ea0 7 4 17
0x7fc1bedf4f7a 7 8 34
0x7fc1bedf4f9c 7 2 10
0x7fc1bedf4fa6 0 2 12
0x7fc1bedf4ea9 7 3 8
0x7fc1bedf4eb1 0 5 31
0x7fc1bedf4ed0 0 4 13
0x7fc1bedf4ec1 7 2 15
0x7fc1bedf4ed0 7 4 13
0x7fc1bedf1ce7 1 4 9
0x7fc1bedf4c25 2 6 27
0x7fc1bedf4c40 2 11 61
0x7fc1bedf4c7d 2 1 5
0x7fc1bedf4c82 2 3 22
0x7fc1bedf4d20 7 3 15
0x7fc1bedf4cf8 7 6 38
0x7fc1bedf4dd8 7 6 21
0x7fc1bedf4ded 7 11 62
0x7fc1bedf4e2b 7 7 46
0x7fc1bedf4edd 7 12 43
0x7fc1bedf1cc7 1 6 32
0x7fc1bedf174d 0 2 12
0x7fc1bedf1746 4 3 7
0x7fc1bedf4e59 7 4 25
0x7fc1bedf4e72 7 8 46
0x7fc1bedf4ea0 0 4 17
0x7fc1bedf4fb8 7 6 25
0x7fc1bedf4fd1 7 1 5
0x7fc1bedf5156 3 2 4
0x7fc1bedf6b8a 0 7 31
0x7fc1bedf6b79 3 3 17
0x7fc1bedf6f00 3 2 13
0x7fc1bedf521f 5 2 11
0x7fc1bedf517f 0 6 29
0x7fc1bedf5166 0 4 25
0x7fc1bedf5162 3 2 4
0x7fc1bedf5166 0 4 25
0x7fc1bedf515a 0 3 12
0x7fc1bedf7002 3 2 17
0x7fc1bedf513e 3 4 16
0x7fc1bedf5131 4 3 13
0x7fc1bedf511e 4 3 19
0x7fc1bedf5116 4 2 8
0x7fc1bedf510b 4 2 11
0x7fc1bedf50fa 4 4 17
0x7fc1bedf50e9 4 4 17
0x7fc1bedf50d8 4 4 17
0x7fc1bedf1746 1 3 7
0x7fc1bedf4f08 7 2 9
0x7fc1bedf4f11 7 7 30
0x7fc1bedf4f2f 7 5 26
0x7fc1bedf4f49 7 2 9
0x7fc1bedf4f52 4 6 24
0x7fc1bedf53f3 3 8 31
0x7fc1bedf5412 3 2 10
0x7fc1bedf1738 5 3 14
0x7fc1bedf174d 0 2 12
0x7fc1bedf4c1c 2 3 9
0x7fc1bedf172c 0 1 5
0x7fc1bedf170f 1 6 29
0x7fc1bedf1706 1 3 9
0x7fc1bedf16e8 1 6 30
0x7fc1bedf16d4 8 6 20
0x7fc1bedf16e8 0 6 30
0x7fc1bedf16cb 1 8 29
0x7fc1bedf16ab 1 9 32
0x7fc1bedf041b 1 2 5
0x7fc1bedf036c 2 2 12
0x7fc1bedf0378 1 2 5
0x7fc1bedf0c12 1 3 14
0x7fc1bedf0bf7 1 5 27
0x7fc1bedf03e7 1 5 26
0x7fc1bedf0401 0 4 15
0x7fc1bedf0410 0 3 16
0x7fc1bedf040b 1 2 5
0x7fc1bedf0410 0 3 16
0x7fc1bedf0420 0 3 25
0x7fc1bedf0360 3 2 12
0x7fc1bedf0420 0 3 25
0x7fc1bedf0439 0 3 12
0x7fc1bedf042b 1 2 14
0x7fc1bedf0439 1 3 12
0x7fc1bedf0445 1 8 40
0x7fc1bedf046d 1 3 11
0x7fc1bedf0478 1 5 39
0x7fc1bedf049f 1 4 24
0x7fc1bedf04b7 1 2 9
0x7fc1bedf04c0 1 3 13
0x7fc1bedf0ccd 1 7 42
0x7fc1bedf0353 1 3 11
0x7fc1bedf035e 0 1 2
0x7fc1bedf0360 0 2 12
0x7fc1bedf0c20 1 4 15
0x7fc1bedf0346 9 3 13
0x7fc1bedf0353 8 3 11
0x7fc1bedf035e 8 1 2
0x7fc1bedf0329 5 2 9
0x7fc1bedf0332 4 2 9
0x7fc1bedf033b 3 3 11
0x7fc1bedf04cd 1 4 12
0x7fc1bedf0cf7 1 2 11
0x7fc1bedf0c73 2 7 25
0x7fc1bedf0c8c 1 5 23
0x7fc1bedf0ca3 1 3 17
0x7fc1bedf0cb4 1 2 13
0x7fc1bedf0cc1 1 2 12
0x7fc1bedf0c93 1 4 16
0x7fc1bedf0ca3 1 3 17
0x7fc1bedf0cb4 0 2 13
0x7fc1bedf0d02 1 4 16
0x7fc1bedf064e 0 2 5
0x7fc1bedf054c 0 3 9
0x7fc1bedf0555 0 4 13
0x7fc1bedf05bd 1 3 12
0x7fc1bedf05c9 1 2 11
0x7fc1bedf05d4 1 2 7
0x7fc1bedf05db 1 3 18
0x7fc1bedf05ed 1 3 12
0x7fc1bedf05f9 0 4 16
0x7fc1bedf0628 1 3 12
0x7fc1bedf0634 0 5 26
0x7fc1bedf0544 1 3 8
0x7fc1bedf0661 1 2 10
0x7fc1bedf066b 0 3 19
0x7fc1bedf0676 1 2 8
0x7fc1bedf067e 1 4 20
0x7fc1bedf0692 1 2 14
0x7fc1bedf06a0 1 7 28
0x7fc1bedf06bc 1 3 12
0x7fc1bedf06c8 1 9 39
0x7fc1bedf06ef 0 1 2
0x7fc1bedf0717 3 3 7
0x7fc1bedf0dc7 1 4 12
0x7fc1bedf04d9 1 5 25
0x7fc1bedf050c 1 2 6
0x7fc1bedf0512 0 4 12
0x7fc1bedf051e 0 4 14
0x7fc1bedf04fb 22 5 17
0x7fc1bedf050c 22 2 6
0x7fc1bedf0512 2 4 12
0x7fc1bedf051e 1 4 14
0x7fc1bedf052c 0 8 24
0x7fc1bedf0544 0 3 8
0x7fc1bedf0317 1 5 18
0x7fc1bedf0dd3 0 4 18
0x7fc1bedf0de5 1 4 16
0x7fc1bedf0df5 1 4 18
0x7fc1bedf0500 1 4 12
0x7fc1bedf050c 1 2 6
0x7fc1bedf0512 0 4 12
0x7fc1bedf04f2 3 8 26
0x7fc1bedf050c 2 2 6
0x7fc1bedf0512 2 4 12
0x7fc1bedf3122 1 3 12
0x7fc1bedf308b 1 3 12
0x7fc1bedf3097 1 4 16
0x7fc1bedf30a7 1 4 16
0x7fc1bedf30b7 1 4 16
0x7fc1bedf30c7 1 4 16
0x7fc1bedf30d7 1 4 16
0x7fc1bedf30e7 1 4 16
0x7fc1bedf30f7 1 4 16
0x7fc1bedf3107 1 4 16
0x7fc1bedf3117 1 2 11
0x7fc1bedf3082 1 2 9
0x7fc1bedf312e 1 3 18
0x7fc1bedf3140 1 3 12
0x7fc1bedf314c 0 2 14
0x7fc1bedf315a 1 3 12
0x7fc1bedf3166 0 2 14
0x7fc1bedf3174 0 2 14
0x7fc1bedf3174 1 2 14
0x7fc1bedf3182 1 2 14
0x7fc1bedf3190 1 2 9
0x7fc1bedf32b0 1 2 9
0x7fc1bedf3288 1 4 16
0x7fc1bedf2fc0 1 22 81
0x7fc1bedf3011 1 6 31
0x7fc1bedf304b 4 2 6
0x7fc1bedf3051 3 4 16
0x7fc1bedf3061 3 8 33
0x7fc1bedf3030 15 6 27
0x7fc1bedf304b 15 2 6
0x7fc1bedf3051 2 4 16
0x7fc1bedf3260 1 4 10
0x7fc1bedf326a 0 5 25
0x7fc1bedf32b9 1 9 37
0x7fc1bedf3298 0 4 18
0x7fc1bedf3400 1 4 16
0x7fc1bedf3410 1 4 18
0x7fc1bedf303f 1 4 12
0x7fc1bedf304b 1 2 6
0x7fc1bedf3051 0 4 16
0x7fc1bedf3061 1 8 33
0x7fc1bedf3082 0 2 9
0x7fc1bedf308b 0 3 12
0x7fc1bedeff35 0 2 9
