BBLCOUNT        1.0         0
0x7fc1bee09418 83 2 5
0x7fc1bee07940 12 5 15
0x7fc1bee091aa 1 5 21
0x7fc1bee091aa 0 5 21
0x7fc1bee09199 0 5 17
0x7fc1bee09190 1 2 9
0x7fc1bee092fd 1 2 11
0x7fc1bee0794f 0 5 9
0x7fc1bee0687f 7 1 1
0x7fc1bee09388 0 4 22
0x7fc1bee09379 0 3 15
0x7fc1bee0941d 59 3 8
0x7fc1bee09425 8 10 20
0x7fc1bee08d23 13 2 5
0x7fc1bee09360 1 6 25
0x7fc1bee0793b 2 6 20
0x7fc1bee0792c 2 5 15
0x7fc1bee06877 7 2 8
0x7fc1bee06870 7 2 7
0x7fc1bee08d28 3 4 16
0x7fc1bee08d00 13 7 35
0x7fc1bee08cdb 13 3 7
0x7fc1bee08cd0 13 2 11
0x7fc1bee08d57 0 9 24
0x7fc1bee08d4c 0 3 11
0x7fc1bee08d44 5 3 8
0x7fc1bee08cca 1 1 5
0x7fc1bee081d9 26 2 5
0x7fc1bee08ce2 0 2 6
0x7fc1bee08ca6 6 12 36
0x7fc1bee08c90 6 9 22
0x7fc1bee09011 2 5 17
0x7fc1bee0794f 2 5 9
0x7fc1bee093c0 13 15 40
0x7fc1bee09080 2 3 8
0x7fc1bee09011 0 5 17
0x7fc1bee09005 2 4 12
0x7fc1bee08fd9 2 14 44
0x7fc1bee093e8 0 1 2
0x7fc1bee093fb 64 8 29
0x7fc1bee08fd0 2 2 9
0x7fc1bee08408 1 5 20
0x7fc1bee07b2a 1 2 5
0x7fc1bee07b76 1 3 9
0x7fc1bee09041 1 5 18
0x7fc1bee09053 1 2 5
0x7fc1bee07a20 2 1 5
0x7fc1bee0790f 0 1 5
0x7fc1bee078f3 2 7 28
0x7fc1bee07a2f 2 2 8
0x7fc1bee078b3 2 7 25
0x7fc1bee078a7 4 4 12
0x7fc1bee07890 4 8 23
0x7fc1bee09058 1 5 18
0x7fc1bee08e00 2 3 11
0x7fc1bee0903c 2 2 5
0x7fc1bee08370 1 7 30
0x7fc1bee07c26 1 3 8
0x7fc1bee0838e 0 10 36
0x7fc1bee07b7a 1 2 5
0x7fc1bee07c2a 1 2 4
0x7fc1bee07cda 1 3 8
0x7fc1bee0838e 0 10 36
0x7fc1bee08370 1 7 30
0x7fc1bee08408 1 5 20
0x7fc1bee07b2a 1 2 5
0x7fc1bee0794f 2 5 9
0x7fc1bee093f2 21 3 9
0x7fc1bee08d38 1 2 5
0x7fc1bee08d3d 11 3 7
0x7fc1bee0794f 0 5 9
0x7fc1bee0793b 0 6 20
0x7fc1bee07919 2 11 34
0x7fc1bee07a25 2 2 10
0x7fc1bee08450 2 2 5
0x7fc1bee0838e 0 10 36
0x7fc1bee08d44 8 3 8
0x7fc1bee08d4c 0 3 11
0x7fc1bee093f0 24 1 2
0x7fc1bee07940 12 5 15
0x7fc1bee093fb 19 8 29
0x7fc1bee08d60 4 8 15
0x7fc1bee09022 2 2 9
0x7fc1bee0902b 2 5 17
0x7fc1bee08ae0 3 2 3
0x7fc1bee08368 1 9 38
0x7fc1bee08420 1 5 20
0x7fc1bee08320 2 6 22
0x7fc1bee09427 3 9 18
0x7fc1bee09425 2 10 20
0x7fc1bee067c4 8 2 8
0x7fc1bee074ea 15 5 17
0x7fc1bee074e5 15 2 5
0x7fc1bee08289 7 3 7
0x7fc1bee0685f 8 1 1
0x7fc1bee06857 8 2 8
0x7fc1bee06850 8 2 7
0x7fc1bee08271 7 3 24
0x7fc1bee08260 25 6 17
0x7fc1bee06a00 16 2 7
0x7fc1bee06a07 16 2 8
0x7fc1bee06a0f 16 1 1
0x7fc1bee068c0 9 5 16
0x7fc1bee067cc 8 1 2
0x7fc1bee074fb 15 3 8
0x7fc1bee067b7 8 4 13
0x7fc1bee069ef 1 1 1
0x7fc1bee069e7 1 2 8
0x7fc1bee069e0 1 2 7
0x7fc1bee067b0 8 3 7
0x7fc1bee068bf 0 1 1
0x7fc1bee068b7 9 2 8
0x7fc1bee068b0 9 2 7
0x7fc1bee0683f 8 1 1
0x7fc1bee06837 8 2 8
0x7fc1bee06f7f 18 4 11
0x7fc1bee06f8a 14 5 15
0x7fc1bee06f99 14 4 11
0x7fc1bee07866 0 3 13
0x7fc1bee081de 2 7 23
0x7fc1bee081ce 3 6 16
0x7fc1bee081c9 7 2 5
0x7fc1bee082fe 3 1 2
0x7fc1bee082f0 9 3 14
0x7fc1bee082e4 0 4 26
0x7fc1bee082ba 0 12 42
0x7fc1bee06e43 398 4 14
0x7fc1bee06e40 104 2 3
0x7fc1bee06e36 1663 4 10
0x7fc1bee06e30 2061 3 6
0x7fc1bee08290 3 12 42
0x7fc1bee077f0 5 8 25
0x7fc1bee06fe0 25 3 8
0x7fc1bee07860 5 2 6
0x7fc1bee07669 0 9 34
0x7fc1bee07632 5 16 55
0x7fc1bee07628 5 2 10
0x7fc1bee0755f 0 2 9
0x7fc1bee07559 5 1 6
0x7fc1bee07538 5 9 33
0x7fc1bee07453 1 5 19
0x7fc1bee07449 1 3 10
0x7fc1bee07430 1 6 25
0x7fc1bee07466 0 4 16
0x7fc1bee07453 0 5 19
0x7fc1bee07449 1 3 10
0x7fc1bee07a6f 12 6 29
0x7fc1bee07873 1 2 6
0x7fc1bee07879 0 3 13
0x7fc1bee07830 1 2 9
0x7fc1bee07839 0 9 34
0x7fc1bee0785b 0 1 5
0x7fc1bee074d5 6 7 21
0x7fc1bee074ea 2 5 17
0x7fc1bee074fb 2 3 8
0x7fc1bee0751c 17 2 5
0x7fc1bee07521 0 9 20
0x7fc1bee07508 105 6 20
0x7fc1bee0751c 105 2 5
0x7fc1bee07521 17 9 20
0x7fc1bee075fb 7 9 40
0x7fc1bee07a4d 17 6 34
0x7fc1bee07a49 0 2 4
0x7fc1bee07a40 17 3 9
0x7fc1bee0824c 7 9 37
0x7fc1bee06fa4 7 5 15
0x7fc1bee06fb3 7 4 11
0x7fc1bee06fbe 7 5 15
0x7fc1bee06fcd 6 4 11
0x7fc1bee06fd8 4 4 16
0x7fc1bee06fe8 4 3 7
0x7fc1bee06f70 8 5 15
0x7fc1bee06f7f 2 4 11
0x7fc1bee06f8a 0 5 15
0x7fc1bee07e29 4 20 82
0x7fc1bee06fe8 18 3 7
0x7fc1bee06fef 16 3 11
0x7fc1bee06ffa 13 3 11
0x7fc1bee07005 12 4 11
0x7fc1bee07010 10 3 7
0x7fc1bee06830 8 2 7
0x7fc1bee08271 0 3 24
0x7fc1bee081de 3 7 23
0x7fc1bee081f5 1 6 17
0x7fc1bee08206 1 6 22
0x7fc1bee07b16 2 7 25
0x7fc1bee07e7b 4 7 34
0x7fc1bee07e30 80 19 75
0x7fc1bee07809 0 9 34
0x7fc1bee07e1d 4 4 12
0x7fc1bee07e0a 4 3 19
0x7fc1bee07de3 1 2 5
0x7fc1bee07d50 5 12 53
0x7fc1bee073f0 28 11 33
0x7fc1bee07411 13 2 6
0x7fc1bee07417 1 6 19
0x7fc1bee07453 12 5 19
0x7fc1bee07466 8 4 16
0x7fc1bee07476 8 1 6
0x7fc1bee075ce 8 2 10
0x7fc1bee075d8 8 9 35
0x7fc1bee07b0e 1 9 33
0x7fc1bee0934a 0 3 13
0x7fc1bee09337 0 3 19
0x7fc1bee09330 1 3 7
0x7fc1bee092fd 0 2 11
0x7fc1bee092f5 1 3 8
0x7fc1bee092ae 1 19 71
0x7fc1bee092a0 1 3 14
0x7fc1bee0916b 1 2 12
0x7fc1bee09163 1 2 8
0x7fc1bee09155 1 3 14
0x7fc1bee09150 1 3 5
0x7fc1bee06df8 2 9 32
0x7fc1bee07b26 1 3 9
0x7fc1bee054f0 1 5 18
0x7fc1bee081c0 38 3 9
0x7fc1bee081c9 28 2 5
0x7fc1bee081ce 6 6 16
0x7fc1bee081f0 27 2 5
0x7fc1bee081f5 4 6 17
0x7fc1bee08206 3 6 22
0x7fc1bee08201 29 2 5
0x7fc1bee08206 19 6 22
0x7fc1bee0821c 10 9 31
0x7fc1bee08214 11 2 8
0x7fc1bee0821c 6 9 31
0x7fc1bee0823b 6 1 2
0x7fc1bee0823b 28 1 2
0x7fc1bee05460 1 3 10
0x7fc1bee07b72 1 4 13
0x7fc1bee082fe 0 1 2
0x7fc1bee082e4 1 4 26
0x7fc1bee082ba 1 12 42
0x7fc1bee07c22 1 4 12
0x7fc1bee07a6f 9 6 29
0x7fc1bee07a4d 9 6 34
0x7fc1bee07a49 0 2 4
0x7fc1bee07a40 9 3 9
0x7fc1bee07610 28 5 19
0x7fc1bee07623 7 1 5
0x7fc1bee06e1d 0 4 12
0x7fc1bee06e18 2 2 5
0x7fc1bee08290 3 12 42
0x7fc1bee0546a 1 3 11
0x7fc1bee05475 1 4 14
0x7fc1bee05483 1 1 2
0x7fc1bee06f40 32 4 11
0x7fc1bee06f4b 25 4 14
0x7fc1bee06f59 23 3 7
0x7fc1bee06f50 72 2 9
0x7fc1bee06f59 71 3 7
0x7fc1bee06f60 20 7 31
0x7fc1bee07025 28 2 4
0x7fc1bee054b0 1 7 29
0x7fc1bee054cd 1 3 10
0x7fc1bee054d7 1 2 6
0x7fc1bee07fcf 0 7 25
0x7fc1bee07017 6 3 11
0x7fc1bee06e29 0 2 3
0x7fc1bee06e1d 0 4 12
0x7fc1bee06e18 6 2 5
0x7fc1bee07fca 7 2 5
0x7fc1bee07fcf 0 7 25
0x7fc1bee07fbe 0 6 17
0x7fc1bee07fab 1 6 19
0x7fc1bee07f9b 1 6 16
0x7fc1bee07f96 4 2 5
0x7fc1bee07f90 11 2 6
0x7fc1bee07b02 1 12 45
0x7fc1bee07d93 2 3 9
0x7fc1bee07022 4 3 7
0x7fc1bee07fbe 0 6 17
0x7fc1bee07fb9 4 2 5
0x7fc1bee0823b 1 1 2
0x7fc1bee0821c 1 9 31
0x7fc1bee07005 1 4 11
0x7fc1bee06ffa 2 3 11
0x7fc1bee06fef 3 3 11
0x7fc1bee07521 4 9 20
0x7fc1bee06e30 4811 3 6
0x7fc1bee06e36 3982 4 10
0x7fc1bee06e40 250 2 3
0x7fc1bee06e43 829 4 14
0x7fc1bee0782b 0 1 5
0x7fc1bee074ea 0 5 17
0x7fc1bee08289 3 3 7
0x7fc1bee08280 3 2 9
0x7fc1bee07ae7 1 18 72
0x7fc1bee0821c 1 9 31
0x7fc1bee08206 1 6 22
0x7fc1bee081f5 1 6 17
0x7fc1bee07022 0 3 7
0x7fc1bee07017 1 3 11
0x7fc1bee07010 1 3 7
0x7fc1bee07fbe 3 6 17
0x7fc1bee07fab 4 6 19
0x7fc1bee074c8 7 5 13
0x7fc1bee074d5 0 7 21
0x7fc1bee07b26 1 3 9
0x7fc1bee07523 7 8 18
0x7fc1bee07fa6 6 2 5
0x7fc1bee0800b 9 2 4
0x7fc1bee0800b 1 2 4
0x7fc1bee07fe8 1 9 35
0x7fc1bee07fe0 10 2 8
0x7fc1bee07fe8 0 9 35
0x7fc1bee07fcf 0 7 25
0x7fc1bee07a8c 1 1 1
0x7fc1bee07e29 1 20 82
0x7fc1bee07e1d 1 4 12
0x7fc1bee07e0a 1 3 19
# $eof
